pozo,fecha,wor,gor,wc
SITIO GRANDE 1001,30/11/1998,2.699367089,457.9618354,72.96834902
SITIO GRANDE 1001,31/12/1998,2.849563046,461.1646692,74.02302578
SITIO GRANDE 1001,31/01/1999,2.826568266,420.3114391,73.86692382
SITIO GRANDE 1001,28/02/1999,2.885438233,365.1482402,74.26287744
SITIO GRANDE 1001,31/03/1999,2.982922201,294.1833017,74.8928061
SITIO GRANDE 1001,30/04/1999,1.38217729,146.1655802,58.02159629
SITIO GRANDE 1001,31/05/1999,1.612143846,166.8519156,61.71726908
SITIO GRANDE 1001,30/06/1999,2.555757576,271.0863636,71.87659792
SITIO GRANDE 1001,31/07/1999,2.963609801,312.2202669,74.77047313
SITIO GRANDE 1001,31/08/1999,2.910238429,307.8709677,74.42611191
SITIO GRANDE 1001,30/09/1999,3.109658789,242.3466829,75.66707964
SITIO GRANDE 1001,31/10/1999,3.886305816,319.6106676,79.53464156
SITIO GRANDE 1001,30/11/1999,3.96287037,362.1406481,79.85037034
SITIO GRANDE 1001,31/12/1999,3.995877767,245.612062,79.98349746
SITIO GRANDE 1001,31/01/2000,3.995877767,215.0088718,79.98349746
SITIO GRANDE 1001,29/02/2000,3.986607143,214.3986607,79.94628469
SITIO GRANDE 1001,31/03/2000,0.562386364,250.4429545,35.99534512
SITIO GRANDE 1001,30/04/2000,0.562424242,250.0632727,35.99689682
SITIO GRANDE 1001,31/05/2000,0.562463343,248.706393,35.9984985
SITIO GRANDE 1001,30/06/2000,0.561933276,248.9166809,35.97677857
SITIO GRANDE 1001,31/07/2000,0.556451613,221.5104839,35.75129534
SITIO GRANDE 1001,31/08/2000,3.84319754,297.0983859,79.35248373
SITIO GRANDE 1001,31/10/2002,6.449763033,256.7303318,86.57675425
SITIO GRANDE 1001,30/04/2003,13.93815789,288.1888158,93.30573417
SITIO GRANDE 1001,31/05/2003,14.00220183,304.4933945,93.33431178
SITIO GRANDE 1001,30/06/2003,13.96157655,409.6627055,93.31621239
SITIO GRANDE 1001,31/07/2003,13.93041958,500.0667832,93.30226458
SITIO GRANDE 1001,31/08/2003,0.142857143,104.2857143,12.5
SITIO GRANDE 1001,30/09/2003,0.838187452,94.01177382,45.59858413
SITIO GRANDE 1001,31/10/2003,2.044444444,65.61139241,67.15328467
SITIO GRANDE 1001,30/11/2003,2.046086957,59.08652174,67.17099629
SITIO GRANDE 1001,31/12/2003,2.047118216,63.44089188,67.18210686
SITIO GRANDE 1001,31/01/2004,2.091610415,48.68411627,67.654398
SITIO GRANDE 1001,29/02/2004,2.937170769,30.29384159,74.60105089
SITIO GRANDE 1001,31/03/2004,3.874596774,33.36673387,79.48548267
SITIO GRANDE 1001,30/04/2004,3.877712855,60.4336394,79.49858817
SITIO GRANDE 1001,31/05/2004,4.762128713,53.66311881,82.64530263
SITIO GRANDE 1001,30/06/2004,5.173937205,53.51458739,83.80288029
SITIO GRANDE 1001,31/07/2004,5.173387097,44.78467742,83.80143697
SITIO GRANDE 1001,31/08/2004,5.173387097,177.5795699,83.80143697
SITIO GRANDE 1001,30/09/2004,5.177271464,337.892748,83.81162289
SITIO GRANDE 1001,31/10/2004,5.177986577,472.9838926,83.81349672
SITIO GRANDE 1001,30/11/2004,5.723114208,388.2684035,85.12594061
SITIO GRANDE 1001,31/12/2004,7.201075269,369.8494624,87.80647699
SITIO GRANDE 1001,31/01/2005,7.208960573,389.3114695,87.81818976
SITIO GRANDE 1001,28/02/2005,7.204761905,389.9527778,87.81195589
SITIO GRANDE 1001,31/03/2005,6.894623656,383.8992832,87.33315173
SITIO GRANDE 1001,30/04/2005,6.966246291,405.3330861,87.44703636
SITIO GRANDE 1001,31/05/2005,6.758781362,344.3301075,87.11137802
SITIO GRANDE 1001,30/06/2005,6.85754717,400.9040881,87.27338216
SITIO GRANDE 1001,31/07/2005,6.930107527,389.1857527,87.38983051
SITIO GRANDE 1001,31/08/2005,7.391712707,390.9314917,88.08348147
SITIO GRANDE 1001,30/09/2005,8.013059183,396.1578216,88.90498798
SITIO GRANDE 1001,31/10/2005,8.004829622,475.7083445,88.89484819
SITIO GRANDE 1001,30/11/2005,2.6,396.8032222,72.22222222
SITIO GRANDE 1001,31/12/2005,2.378465571,448.3831031,70.40076393
SITIO GRANDE 1001,31/01/2006,2.37402964,521.100615,70.36184899
SITIO GRANDE 1001,28/02/2006,2.382100212,447.898672,70.43257333
SITIO GRANDE 1001,31/03/2006,2.609998941,319.7585002,72.29916085
SITIO GRANDE 1001,30/04/2006,3.902169727,429.2635768,79.6008695
