TERMINACION,FECHA,CAMPO,TIPO DE REGISTRO,CERRADO(YAC),CERRADO(POZO),FLUYENDO(YAC),FLUYENDO(POZO)
SITIO GRANDE 73,13/05/1985,SITIO GRANDE,CERRADO,297.5,297.5,,
SITIO GRANDE 73,05/10/1985,SITIO GRANDE,CERRADO,298.1,298.1,,
SITIO GRANDE 73,31/10/1985,SITIO GRANDE,CERRADO,296.1,296.1,,
SITIO GRANDE 73,03/03/1986,SITIO GRANDE,CERRADO,294.6,294.6,,
SITIO GRANDE 73,18/06/1986,SITIO GRANDE,CERRADO,294.5,298.87,,
SITIO GRANDE 73,26/10/1986,SITIO GRANDE,CERRADO,298.8,298.8,,
SITIO GRANDE 73,16/02/1987,SITIO GRANDE,CERRADO,302.9,302.9,,
SITIO GRANDE 73,26/06/1987,SITIO GRANDE,CERRADO,301.8,301.8,,
SITIO GRANDE 73,15/10/1987,SITIO GRANDE,CERRADO,305.2,305.2,,
SITIO GRANDE 73,25/02/1988,SITIO GRANDE,CERRADO,302.9,302.9,,
SITIO GRANDE 73,08/06/1988,SITIO GRANDE,CERRADO,308.6,308.6,,
SITIO GRANDE 73,26/07/1989,SITIO GRANDE,CERRADO,324.3,324.3,,
SITIO GRANDE 73,24/03/1990,SITIO GRANDE,CERRADO,320.6,320.6,,
SITIO GRANDE 73,12/10/1990,SITIO GRANDE,CERRADO,325.8,325.8,,
SITIO GRANDE 73,14/02/1991,SITIO GRANDE,CERRADO,325.4,325.4,,
SITIO GRANDE 73,15/11/1991,SITIO GRANDE,CERRADO,326.2,326.2,,
SITIO GRANDE 73,16/01/1992,SITIO GRANDE,CERRADO,321.9,321.9,,
SITIO GRANDE 73,04/04/1992,SITIO GRANDE,CERRADO,324.3,324.3,,
SITIO GRANDE 73,19/07/1992,SITIO GRANDE,CERRADO,327.4,327.4,,
SITIO GRANDE 73,09/10/1992,SITIO GRANDE,CERRADO,328,328,,
SITIO GRANDE 73,16/02/1993,SITIO GRANDE,CERRADO,329.1,329.1,,
SITIO GRANDE 73,05/07/1993,SITIO GRANDE,CERRADO,327.22,327.22,,
SITIO GRANDE 73,14/09/1993,SITIO GRANDE,CERRADO,331.92,331.92,,
SITIO GRANDE 73,20/10/1993,SITIO GRANDE,CERRADO,332.16,332.16,,
SITIO GRANDE 73,31/01/1994,SITIO GRANDE,CERRADO,326.94,326.94,,
SITIO GRANDE 73,13/05/1994,SITIO GRANDE,CERRADO,330.27,330.27,,
SITIO GRANDE 73,21/07/1994,SITIO GRANDE,CERRADO,329.71,329.71,,
SITIO GRANDE 73,14/09/1994,SITIO GRANDE,CERRADO,332.5,332.5,,
SITIO GRANDE 73,14/12/1994,SITIO GRANDE,CERRADO,329.86,329.86,,
SITIO GRANDE 73,09/01/1995,SITIO GRANDE,CERRADO,332.01,332.01,,
SITIO GRANDE 73,04/05/1995,SITIO GRANDE,CERRADO,333.33,333.33,,
SITIO GRANDE 73,11/07/1995,SITIO GRANDE,CERRADO,330.46,330.46,,
SITIO GRANDE 73,18/03/1996,SITIO GRANDE,CERRADO,334.37,334.37,,
SITIO GRANDE 73,22/05/1996,SITIO GRANDE,CERRADO,338.2,338.2,,
SITIO GRANDE 73,29/06/1996,SITIO GRANDE,CERRADO,345.55,345.55,,
SITIO GRANDE 73,10/09/1996,SITIO GRANDE,CERRADO,328.16,332.64,,
SITIO GRANDE 73,18/11/1996,SITIO GRANDE,CERRADO,330.27,335.39,,
SITIO GRANDE 73,13/12/1996,SITIO GRANDE,CERRADO,337.3,337.3,,
SITIO GRANDE 73,04/03/1997,SITIO GRANDE,FLUYENTE,,,336.91,336.91
SITIO GRANDE 73,04/06/1997,SITIO GRANDE,CERRADO,337.05,337.05,,
SITIO GRANDE 73,15/08/1997,SITIO GRANDE,CERRADO,339.07,339.07,,
SITIO GRANDE 73,16/09/1997,SITIO GRANDE,CERRADO,337.55,337.55,,
SITIO GRANDE 73,18/12/1997,SITIO GRANDE,CERRADO,335.39,335.39,,
SITIO GRANDE 73,12/01/1998,SITIO GRANDE,CERRADO,335.23,335.23,,
SITIO GRANDE 73,26/03/1998,SITIO GRANDE,CERRADO,338.74,337.5025,,
SITIO GRANDE 73,19/05/1998,SITIO GRANDE,CERRADO,333.51,333.51,,
SITIO GRANDE 73,03/09/1998,SITIO GRANDE,CERRADO,334.71,334.71,,
SITIO GRANDE 73,18/12/1998,SITIO GRANDE,CERRADO,338.12,338.12,,
SITIO GRANDE 73,06/03/1999,SITIO GRANDE,CERRADO,338.12,338.12,,
SITIO GRANDE 73,09/07/1999,SITIO GRANDE,CERRADO,335,335,,
SITIO GRANDE 73,12/11/1999,SITIO GRANDE,CERRADO,334.16,336.275,,
SITIO GRANDE 73,03/03/2000,SITIO GRANDE,CERRADO,327.23,329.2595,,
SITIO GRANDE 73,06/03/2001,SITIO GRANDE,CERRADO,337.56,339.6885,,
SITIO GRANDE 73,10/11/2001,SITIO GRANDE,CERRADO,340.44,342.6225,,
SITIO GRANDE 73,05/03/2002,SITIO GRANDE,CERRADO,344.16,346.3875,,
SITIO GRANDE 73,21/07/2002,SITIO GRANDE,CERRADO,350.17,351.997,,
SITIO GRANDE 73,22/03/2003,SITIO GRANDE,CERRADO,353.04,353.04,,
SITIO GRANDE 73,30/04/2004,SITIO GRANDE,CERRADO,375.69,375.69,,
SITIO GRANDE 73,18/08/2004,SITIO GRANDE,CERRADO,359.28,359.28,,
SITIO GRANDE 73,25/01/2011,SITIO GRANDE,CERRADO,392.67,402.8535,,
SITIO GRANDE 73,09/03/2012,SITIO GRANDE,CERRADO,394.084,394.084,,
SITIO GRANDE 80,19/03/1974,SITIO GRANDE,FLUYENTE,,,313.964,314.7095
SITIO GRANDE 80,27/03/1974,SITIO GRANDE,FLUYENTE,,,380.164,382.72
SITIO GRANDE 80,30/03/1974,SITIO GRANDE,FLUYENTE,,,372.864,374.142
SITIO GRANDE 80,12/04/1974,SITIO GRANDE,CERRADO,398.964,399.177,,
SITIO GRANDE 80,09/05/1974,SITIO GRANDE,FLUYENTE,,,371.364,372.6633
SITIO GRANDE 80,11/07/1974,SITIO GRANDE,FLUYENTE,,,351.564,353.6301
SITIO GRANDE 80,02/08/1974,SITIO GRANDE,FLUYENTE,,,354.664,354.31255
SITIO GRANDE 80,02/08/1974,SITIO GRANDE,CERRADO,366.864,366.7575,,
SITIO GRANDE 80,09/12/1974,SITIO GRANDE,FLUYENTE,,,322.464,324.0615
SITIO GRANDE 80,16/12/1974,SITIO GRANDE,FLUYENTE,,,323.564,324.04325
SITIO GRANDE 80,16/12/1974,SITIO GRANDE,CERRADO,332.564,333.0965,,
SITIO GRANDE 80,10/04/1975,SITIO GRANDE,CERRADO,311.964,311.751,,
SITIO GRANDE 80,22/11/1975,SITIO GRANDE,FLUYENTE,,,298.764,299.49885
SITIO GRANDE 80,01/12/1975,SITIO GRANDE,FLUYENTE,,,298.364,298.9604
SITIO GRANDE 80,02/12/1975,SITIO GRANDE,CERRADO,305.964,306.177,,
SITIO GRANDE 80,14/04/1976,SITIO GRANDE,FLUYENTE,,,292.164,291.7167
SITIO GRANDE 80,16/04/1976,SITIO GRANDE,CERRADO,298.464,298.45335,,
SITIO GRANDE 80,15/07/1976,SITIO GRANDE,CERRADO,305.316,305.6115,,
SITIO GRANDE 80,13/08/1976,SITIO GRANDE,FLUYENTE,,,298.964,299.9012
SITIO GRANDE 80,14/08/1976,SITIO GRANDE,CERRADO,304.664,304.5575,,
SITIO GRANDE 80,09/12/1976,SITIO GRANDE,CERRADO,304.764,305.19,,
SITIO GRANDE 80,08/01/1977,SITIO GRANDE,FLUYENTE,,,299.464,299.90065
SITIO GRANDE 80,27/06/1977,SITIO GRANDE,FLUYENTE,,,284.064,284.3409
SITIO GRANDE 80,02/03/1978,SITIO GRANDE,FLUYENTE,,,291.084,291.7418
SITIO GRANDE 80,02/03/1978,SITIO GRANDE,CERRADO,300.584,300.331,,
SITIO GRANDE 80,12/12/1978,SITIO GRANDE,FLUYENTE,,,278.784,279.35325
SITIO GRANDE 80,01/10/1980,SITIO GRANDE,FLUYENTE,,,269.084,268.9322
SITIO GRANDE 80,02/10/1980,SITIO GRANDE,CERRADO,284.484,284.231,,
SITIO GRANDE 80,03/05/1981,SITIO GRANDE,FLUYENTE,,,272.284,272.4611
SITIO GRANDE 80,22/09/1982,SITIO GRANDE,FLUYENTE,,,278.984,279.237
SITIO GRANDE 80,12/09/1983,SITIO GRANDE,FLUYENTE,,,256.684,256.2792
SITIO GRANDE 80,14/03/1984,SITIO GRANDE,FLUYENTE,,,268.504,268.2531
SITIO GRANDE 80,14/05/1984,SITIO GRANDE,FLUYENTE,,,261.804,261.92945
SITIO GRANDE 80,18/05/1984,SITIO GRANDE,FLUYENTE,,,260.572,261.3875
SITIO GRANDE 80,19/05/1984,SITIO GRANDE,CERRADO,283.876,283.9925,,
SITIO GRANDE 80,05/04/1985,SITIO GRANDE,CERRADO,265.824,265.9405,,
SITIO GRANDE 80,09/04/1987,SITIO GRANDE,FLUYENTE,,,250.704,250.86805
SITIO GRANDE 80,24/04/1988,SITIO GRANDE,FLUYENTE,,,253.504,252.9636
SITIO GRANDE 80,07/04/1989,SITIO GRANDE,FLUYENTE,,,282.104,281.5636
SITIO GRANDE 80,10/04/1990,SITIO GRANDE,FLUYENTE,,,277.104,276.68905
SITIO GRANDE 80,26/05/1991,SITIO GRANDE,FLUYENTE,,,285.504,285.3468
SITIO GRANDE 80,25/02/1992,SITIO GRANDE,FLUYENTE,,,289.604,289.4075
SITIO GRANDE 80,11/05/1992,SITIO GRANDE,FLUYENTE,,,298.384,298.48225
SITIO GRANDE 80,28/06/1992,SITIO GRANDE,FLUYENTE,,,285.804,285.15555
SITIO GRANDE 80,07/08/1992,SITIO GRANDE,FLUYENTE,,,289.128,288.6255
SITIO GRANDE 80,19/11/1992,SITIO GRANDE,FLUYENTE,,,290.128,289.7662
SITIO GRANDE 80,01/05/1993,SITIO GRANDE,FLUYENTE,,,294.928,294.6667
SITIO GRANDE 80,16/07/1993,SITIO GRANDE,FLUYENTE,,,300.248,299.9465
SITIO GRANDE 80,16/08/1993,SITIO GRANDE,FLUYENTE,,,297.968,297.8474
SITIO GRANDE 80,24/09/1993,SITIO GRANDE,FLUYENTE,,,302.118,302.0175
SITIO GRANDE 80,07/12/1993,SITIO GRANDE,FLUYENTE,,,292.098,342.8505
SITIO GRANDE 80,05/10/1993,SITIO GRANDE,FLUYENTE,,,290.328,289.9863
SITIO GRANDE 80,05/11/1993,SITIO GRANDE,FLUYENTE,,,293.288,293.087
SITIO GRANDE 80,13/01/1994,SITIO GRANDE,FLUYENTE,,,292.328,292.0667
SITIO GRANDE 80,08/02/1994,SITIO GRANDE,FLUYENTE,,,290.098,289.7965
SITIO GRANDE 80,08/03/1994,SITIO GRANDE,FLUYENTE,,,291.748,291.47665
SITIO GRANDE 80,12/04/1994,SITIO GRANDE,FLUYENTE,,,291.908,291.506
SITIO GRANDE 80,07/05/1994,SITIO GRANDE,FLUYENTE,,,292.428,291.9657
SITIO GRANDE 80,13/06/1994,SITIO GRANDE,FLUYENTE,,,291.088,290.8468
SITIO GRANDE 80,19/10/1994,SITIO GRANDE,FLUYENTE,,,293.278,292.98655
SITIO GRANDE 80,09/11/1994,SITIO GRANDE,FLUYENTE,,,296.138,296.0375
SITIO GRANDE 80,14/12/1994,SITIO GRANDE,FLUYENTE,,,291.308,291.11705
SITIO GRANDE 80,13/04/1995,SITIO GRANDE,FLUYENTE,,,289.618,289.3567
SITIO GRANDE 80,13/05/1995,SITIO GRANDE,FLUYENTE,,,293.138,292.82645
SITIO GRANDE 80,04/07/1995,SITIO GRANDE,FLUYENTE,,,293.348,293.19725
SITIO GRANDE 80,04/09/1995,SITIO GRANDE,FLUYENTE,,,296.148,296.1681
SITIO GRANDE 80,16/02/1996,SITIO GRANDE,FLUYENTE,,,279.428,279.7898
SITIO GRANDE 80,18/03/1996,SITIO GRANDE,FLUYENTE,,,284.828,285.40085
SITIO GRANDE 80,01/04/1996,SITIO GRANDE,FLUYENTE,,,284.348,284.86055
SITIO GRANDE 80,06/05/1996,SITIO GRANDE,FLUYENTE,,,270.578,270.8996
SITIO GRANDE 80,05/06/1996,SITIO GRANDE,FLUYENTE,,,268.528,268.55815
SITIO GRANDE 80,06/07/1996,SITIO GRANDE,FLUYENTE,,,279.188,279.8915
SITIO GRANDE 80,30/08/1996,SITIO GRANDE,FLUYENTE,,,278.658,279.59265
SITIO GRANDE 80,25/09/1996,SITIO GRANDE,FLUYENTE,,,276.528,277.52295
SITIO GRANDE 80,21/10/1996,SITIO GRANDE,FLUYENTE,,,279.698,280.89395
SITIO GRANDE 80,20/11/1996,SITIO GRANDE,FLUYENTE,,,276.218,277.39385
SITIO GRANDE 80,06/12/1996,SITIO GRANDE,FLUYENTE,,,278.078,279.3443
SITIO GRANDE 80,08/01/1997,SITIO GRANDE,FLUYENTE,,,277.564,279.09465
SITIO GRANDE 80,04/02/1997,SITIO GRANDE,FLUYENTE,,,276.718,278.0848
SITIO GRANDE 80,02/03/1997,SITIO GRANDE,FLUYENTE,,,276.768,278.12475
SITIO GRANDE 80,01/04/1997,SITIO GRANDE,FLUYENTE,,,274.618,276.3667
SITIO GRANDE 80,05/05/1997,SITIO GRANDE,FLUYENTE,,,276.038,277.95755
SITIO GRANDE 80,05/06/1997,SITIO GRANDE,FLUYENTE,,,277.898,279.83765
SITIO GRANDE 80,17/07/1997,SITIO GRANDE,FLUYENTE,,,274.258,277.5316
SITIO GRANDE 80,08/08/1997,SITIO GRANDE,FLUYENTE,,,273.728,276.95045
SITIO GRANDE 80,04/10/1997,SITIO GRANDE,FLUYENTE,,,273.498,276.8057
SITIO GRANDE 80,06/11/1997,SITIO GRANDE,FLUYENTE,,,276.038,279.5503
SITIO GRANDE 80,21/02/1998,SITIO GRANDE,CERRADO,310.46,310.46,,
SITIO GRANDE 80,10/03/1998,SITIO GRANDE,CERRADO,158.756,162.0326,,
SITIO GRANDE 80,09/04/1998,SITIO GRANDE,CERRADO,267.52,267.181,,
SITIO GRANDE 80,19/05/1998,SITIO GRANDE,SIN REGISTRO,,,,
SITIO GRANDE 80,22/05/1998,SITIO GRANDE,CERRADO,177.158,177.17845,,
SITIO GRANDE 80,07/07/1998,SITIO GRANDE,CERRADO,148.152,146.6918,,
SITIO GRANDE 80,12/08/1998,SITIO GRANDE,FLUYENTE,,,148.112,146.6369
SITIO GRANDE 80,03/09/1998,SITIO GRANDE,FLUYENTE,,,146.492,145.02435
SITIO GRANDE 80,05/10/1998,SITIO GRANDE,FLUYENTE,,,147.832,146.4314
SITIO GRANDE 80,11/12/1998,SITIO GRANDE,FLUYENTE,,,141.782,140.29945
SITIO GRANDE 80,06/01/1999,SITIO GRANDE,FLUYENTE,,,138.472,136.82555
SITIO GRANDE 80,01/04/1999,SITIO GRANDE,FLUYENTE,,,136.262,135.07
SITIO GRANDE 80,04/01/2000,SITIO GRANDE,FLUYENTE,,,125.682,124.2963
SITIO GRANDE 80,07/04/2000,SITIO GRANDE,FLUYENTE,,,132.462,131.29235
SITIO GRANDE 80,18/10/2000,SITIO GRANDE,FLUYENTE,,,127.282,126.20175
SITIO GRANDE 80,23/01/2001,SITIO GRANDE,FLUYENTE,,,128.944,127.39975
SITIO GRANDE 80,13/06/2001,SITIO GRANDE,FLUYENTE,,,129.904,128.53015
SITIO GRANDE 80,12/12/2001,SITIO GRANDE,FLUYENTE,,,129.904,128.53015
SITIO GRANDE 80,19/01/2002,SITIO GRANDE,FLUYENTE,,,129.884,128.606
SITIO GRANDE 80,11/06/2002,SITIO GRANDE,FLUYENTE,,,129.634,128.0365
SITIO GRANDE 80,03/09/2002,SITIO GRANDE,FLUYENTE,,,132.844,131.5873
SITIO GRANDE 80,08/06/2003,SITIO GRANDE,FLUYENTE,,,136.286,135.00885
SITIO GRANDE 80,07/08/2003,SITIO GRANDE,FLUYENTE,,,142.634,142.421
SITIO GRANDE 80,07/06/2004,SITIO GRANDE,FLUYENTE,,,144.024,142.8312
SITIO GRANDE 80,12/07/2004,SITIO GRANDE,FLUYENTE,,,173.374,173.08645
SITIO GRANDE 80,13/11/2004,SITIO GRANDE,CERRADO,312.068,312.09085,,
SITIO GRANDE 80,02/02/2005,SITIO GRANDE,FLUYENTE,,,85.984,85.64245
SITIO GRANDE 80,03/02/2005,SITIO GRANDE,FLUYENTE,,,85.484,85.14245
SITIO GRANDE 80,04/02/2005,SITIO GRANDE,FLUYENTE,,,86.484,86.14245
SITIO GRANDE 80,05/02/2005,SITIO GRANDE,FLUYENTE,,,87.684,87.34245
SITIO GRANDE 80,06/02/2005,SITIO GRANDE,FLUYENTE,,,86.684,86.34245
SITIO GRANDE 80,20/04/2005,SITIO GRANDE,FLUYENTE,,,95.994,94.1886
SITIO GRANDE 80,15/07/2005,SITIO GRANDE,FLUYENTE,,,94.634,80.0051
SITIO GRANDE 80,20/02/2006,SITIO GRANDE,CERRADO,297.414,321.8576,,
SITIO GRANDE 80,01/06/2006,SITIO GRANDE,FLUYENTE,,,100.484,86.69345
SITIO GRANDE 80,16/05/2007,SITIO GRANDE,FLUYENTE,,,170.582,124.2269
SITIO GRANDE 80,12/08/2007,SITIO GRANDE,FLUYENTE,,,115.16,103.1315
SITIO GRANDE 80,24/01/2008,SITIO GRANDE,FLUYENTE,,,159.054,149.024
SITIO GRANDE 80,03/08/2008,SITIO GRANDE,FLUYENTE,,,172.212,169.4508
SITIO GRANDE 80,17/03/2009,SITIO GRANDE,FLUYENTE,,,178.004,176.99795
SITIO GRANDE 80,21/03/2010,SITIO GRANDE,CERRADO,315.888,314.89935,,
SITIO GRANDE 80,05/11/2010,SITIO GRANDE,FLUYENTE,,,222.992,225.7355
SITIO GRANDE 80,18/02/2012,SITIO GRANDE,FLUYENTE,,,193.522,195.823
SITIO GRANDE 80,10/11/2012,SITIO GRANDE,FLUYENTE,,,191.242,193.6669
SITIO GRANDE 80,23/07/2013,SITIO GRANDE,CERRADO,332.207,332.207,,
SITIO GRANDE 80,20/10/2013,SITIO GRANDE,FLUYENTE,,,196.162,196.7992
SITIO GRANDE 80,21/11/2013,SITIO GRANDE,CERRADO,281.406,281.406,,
SITIO GRANDE 80,19/06/2014,SITIO GRANDE,FLUYENTE,,,202.262,203.5364
SITIO GRANDE 80,21/08/2014,SITIO GRANDE,FLUYENTE,,,128.202,130.2198
SITIO GRANDE 81,25/11/1973,SITIO GRANDE,CERRADO,430.096,430.428,,
SITIO GRANDE 81,21/12/1974,SITIO GRANDE,CERRADO,343.596,350.629,,
SITIO GRANDE 81,11/04/1975,SITIO GRANDE,CERRADO,327.396,333.888,,
SITIO GRANDE 81,07/08/1975,SITIO GRANDE,CERRADO,318.796,325.288,,
SITIO GRANDE 81,02/07/1975,SITIO GRANDE,CERRADO,316.496,322.447,,
SITIO GRANDE 81,06/04/1976,SITIO GRANDE,CERRADO,307.796,309.96,,
SITIO GRANDE 81,04/08/1976,SITIO GRANDE,CERRADO,316.316,316.799,,
SITIO GRANDE 81,14/02/1977,SITIO GRANDE,CERRADO,281.036,280.484,,
SITIO GRANDE 81,02/07/1977,SITIO GRANDE,CERRADO,310.836,310.86,,
SITIO GRANDE 81,11/02/1978,SITIO GRANDE,CERRADO,305.736,307.86,,
SITIO GRANDE 81,27/11/1981,SITIO GRANDE,CERRADO,296.796,300.583,,
SITIO GRANDE 81,18/02/1982,SITIO GRANDE,CERRADO,300.196,299.872,,
SITIO GRANDE 81,21/03/1982,SITIO GRANDE,FLUYENTE,,,270.3,268.98
SITIO GRANDE 81,22/03/1982,SITIO GRANDE,CERRADO,291.8,286.2,,
SITIO GRANDE 81,22/03/1982,SITIO GRANDE,CERRADO,289.3,289.3,,
SITIO GRANDE 81,10/06/1982,SITIO GRANDE,CERRADO,290.7,290.7,,
SITIO GRANDE 81,22/09/1982,SITIO GRANDE,CERRADO,299.3,296.7,,
SITIO GRANDE 81,19/10/1982,SITIO GRANDE,CERRADO,302.3,300.1,,
SITIO GRANDE 81,21/11/1982,SITIO GRANDE,CERRADO,296.5,296.5,,
SITIO GRANDE 81,29/01/1983,SITIO GRANDE,FLUYENTE,,,171.6,169.73
SITIO GRANDE 81,30/01/1983,SITIO GRANDE,CERRADO,302.2,302.2,,
SITIO GRANDE 81,14/09/1983,SITIO GRANDE,FLUYENTE,,,293.9,294.01
SITIO GRANDE 81,16/06/1986,SITIO GRANDE,FLUYENTE,,,265.696,265.7124
SITIO GRANDE 81,04/04/1987,SITIO GRANDE,FLUYENTE,,,270.196,269.7448
SITIO GRANDE 81,14/07/1987,SITIO GRANDE,FLUYENTE,,,294.496,294.9049
SITIO GRANDE 81,08/08/1990,SITIO GRANDE,FLUYENTE,,,288.896,289.6151
SITIO GRANDE 81,30/07/1991,SITIO GRANDE,FLUYENTE,,,296.196,297.9726
SITIO GRANDE 81,04/08/1991,SITIO GRANDE,FLUYENTE,,,296.396,298.3136
SITIO GRANDE 81,07/02/1992,SITIO GRANDE,FLUYENTE,,,301.096,301.6741
SITIO GRANDE 81,11/05/1992,SITIO GRANDE,FLUYENTE,,,299.196,299.8587
SITIO GRANDE 81,16/06/1992,SITIO GRANDE,FLUYENTE,,,303.496,304.4407
SITIO GRANDE 81,06/08/1992,SITIO GRANDE,FLUYENTE,,,300.696,301.2318
SITIO GRANDE 81,28/10/1992,SITIO GRANDE,FLUYENTE,,,305.744,305.61425
SITIO GRANDE 81,16/11/1992,SITIO GRANDE,FLUYENTE,,,303.744,303.744
SITIO GRANDE 81,03/03/1993,SITIO GRANDE,FLUYENTE,,,302.744,302.7959
SITIO GRANDE 81,16/07/1993,SITIO GRANDE,FLUYENTE,,,307.284,307.30995
SITIO GRANDE 81,16/08/1993,SITIO GRANDE,FLUYENTE,,,311.544,311.81215
SITIO GRANDE 81,24/09/1993,SITIO GRANDE,FLUYENTE,,,301.244,301.3651
SITIO GRANDE 81,06/10/1993,SITIO GRANDE,FLUYENTE,,,305.144,305.20455
SITIO GRANDE 81,05/11/1993,SITIO GRANDE,FLUYENTE,,,308.444,308.5651
SITIO GRANDE 81,06/12/1993,SITIO GRANDE,FLUYENTE,,,301.796,301.83525
SITIO GRANDE 81,13/01/1994,SITIO GRANDE,FLUYENTE,,,303.546,303.60095
SITIO GRANDE 81,09/02/1994,SITIO GRANDE,FLUYENTE,,,302.946,303.07945
SITIO GRANDE 81,12/04/1994,SITIO GRANDE,FLUYENTE,,,304.526,304.6359
SITIO GRANDE 81,09/05/1994,SITIO GRANDE,FLUYENTE,,,305.094,305.0564
SITIO GRANDE 81,13/06/1994,SITIO GRANDE,FLUYENTE,,,305.624,305.5018
SITIO GRANDE 81,08/09/1994,SITIO GRANDE,FLUYENTE,,,302.336,302.53225
SITIO GRANDE 81,15/12/1994,SITIO GRANDE,FLUYENTE,,,304.906,306.21695
SITIO GRANDE 81,03/03/1995,SITIO GRANDE,FLUYENTE,,,303.436,304.3309
SITIO GRANDE 81,14/04/1995,SITIO GRANDE,FLUYENTE,,,302.986,304.07715
SITIO GRANDE 81,05/06/1995,SITIO GRANDE,FLUYENTE,,,303.966,304.8452
SITIO GRANDE 81,04/09/1995,SITIO GRANDE,FLUYENTE,,,304.926,306.0564
SITIO GRANDE 81,11/01/1996,SITIO GRANDE,FLUYENTE,,,304.496,306.15235
SITIO GRANDE 81,16/02/1996,SITIO GRANDE,FLUYENTE,,,303.956,305.31405
SITIO GRANDE 81,02/03/1996,SITIO GRANDE,FLUYENTE,,,294.524,299.1302
SITIO GRANDE 81,11/03/1996,SITIO GRANDE,FLUYENTE,,,308.796,310.21685
SITIO GRANDE 81,01/04/1996,SITIO GRANDE,FLUYENTE,,,307.876,309.26545
SITIO GRANDE 81,06/05/1996,SITIO GRANDE,FLUYENTE,,,294.206,295.4934
SITIO GRANDE 81,06/06/1996,SITIO GRANDE,FLUYENTE,,,293.816,294.915
SITIO GRANDE 81,04/07/1996,SITIO GRANDE,FLUYENTE,,,305.086,306.4676
SITIO GRANDE 81,07/08/1996,SITIO GRANDE,FLUYENTE,,,317.456,318.87685
SITIO GRANDE 81,23/08/1996,SITIO GRANDE,FLUYENTE,,,316.036,317.39405
SITIO GRANDE 81,11/09/1996,SITIO GRANDE,FLUYENTE,,,304.626,305.73285
SITIO GRANDE 81,07/10/1996,SITIO GRANDE,FLUYENTE,,,307.296,308.5834
SITIO GRANDE 81,04/11/1996,SITIO GRANDE,FLUYENTE,,,307.636,308.8763
SITIO GRANDE 81,06/12/1996,SITIO GRANDE,FLUYENTE,,,308.706,309.7579
SITIO GRANDE 81,08/01/1997,SITIO GRANDE,FLUYENTE,,,307.656,308.82565
SITIO GRANDE 81,04/02/1997,SITIO GRANDE,FLUYENTE,,,307.116,308.17575
SITIO GRANDE 81,03/03/1997,SITIO GRANDE,FLUYENTE,,,309.596,310.89125
SITIO GRANDE 81,02/04/1997,SITIO GRANDE,FLUYENTE,,,217.086,216.5208
SITIO GRANDE 81,05/05/1997,SITIO GRANDE,FLUYENTE,,,299.074,301.94785
SITIO GRANDE 81,04/06/1997,SITIO GRANDE,FLUYENTE,,,310.116,311.1208
SITIO GRANDE 81,14/07/1997,SITIO GRANDE,FLUYENTE,,,305.616,306.8019
SITIO GRANDE 81,15/08/1997,SITIO GRANDE,FLUYENTE,,,310.876,312.2212
SITIO GRANDE 81,11/09/1997,SITIO GRANDE,FLUYENTE,,,307.636,308.7865
SITIO GRANDE 81,04/10/1997,SITIO GRANDE,FLUYENTE,,,305.716,306.9196
SITIO GRANDE 81,05/11/1997,SITIO GRANDE,FLUYENTE,,,308.396,309.71465
SITIO GRANDE 81,16/12/1997,SITIO GRANDE,FLUYENTE,,,302.826,304.0119
SITIO GRANDE 81,12/01/1998,SITIO GRANDE,FLUYENTE,,,309.396,310.7589
SITIO GRANDE 81,02/03/1998,SITIO GRANDE,FLUYENTE,,,290.096,291.158
SITIO GRANDE 81,05/05/1998,SITIO GRANDE,FLUYENTE,,,310.376,311.7566
SITIO GRANDE 81,11/06/1998,SITIO GRANDE,FLUYENTE,,,306.866,308.1935
SITIO GRANDE 81,07/07/1998,SITIO GRANDE,FLUYENTE,,,310.026,311.442
SITIO GRANDE 81,10/08/1998,SITIO GRANDE,FLUYENTE,,,306.596,308.0474
SITIO GRANDE 81,07/09/1998,SITIO GRANDE,FLUYENTE,,,307.326,308.69775
SITIO GRANDE 81,06/10/1998,SITIO GRANDE,FLUYENTE,,,306.676,308.0212
SITIO GRANDE 81,02/11/1998,SITIO GRANDE,FLUYENTE,,,308.246,309.63545
SITIO GRANDE 81,15/12/1998,SITIO GRANDE,FLUYENTE,,,305.796,307.07925
SITIO GRANDE 81,14/01/1999,SITIO GRANDE,FLUYENTE,,,307.696,309.08545
SITIO GRANDE 81,01/04/1999,SITIO GRANDE,FLUYENTE,,,309.216,310.6674
SITIO GRANDE 81,07/04/2000,SITIO GRANDE,FLUYENTE,,,304.046,304.931
SITIO GRANDE 81,03/07/2000,SITIO GRANDE,FLUYENTE,,,310.826,312.28625
SITIO GRANDE 81,17/10/2000,SITIO GRANDE,FLUYENTE,,,310.536,311.952
SITIO GRANDE 81,19/01/2001,SITIO GRANDE,FLUYENTE,,,313.836,315.70335
SITIO GRANDE 81,01/06/2001,SITIO GRANDE,FLUYENTE,,,317.576,319.8593
SITIO GRANDE 81,06/10/2001,SITIO GRANDE,FLUYENTE,,,315.506,317.7716
SITIO GRANDE 81,18/01/2002,SITIO GRANDE,FLUYENTE,,,314.624,317.6485
SITIO GRANDE 81,02/05/2002,SITIO GRANDE,FLUYENTE,,,317.784,320.95315
SITIO GRANDE 81,14/08/2002,SITIO GRANDE,FLUYENTE,,,315.834,319.18725
